"School Name","Address","City","ST","Zip","County","School #","Contact Person","Phone","Grade Span","# of Students","# of Teachers","E-mail",
"Apostolic Christian School","5020 Pleasant Ridge Road","Knoxville","TN","37912","Knox","9375","Rev. Mark McCool","(865) 523-5262","K-12","124","10","mamc4000@aol.com"
"Knoxville Christian School","11549 Snyder Road","Knoxville","TN","37932","Knox","9055","Matthew D. Amos","(865) 966-7060","PK-12","123","13","Mamos@knoxvillechristian.org"
"West End Kindergarten","8301 E. Walker Springs Lane","Knoxville","TN","37923","Knox","9115","Miranda Eichman","(865) 690-0900","PreK-K","22","1","mde_tce_1@yahoo.com"
"Garden of Discovery Learning Ctr. (Mt. Olive Christian Academy)","1601 Dandridge Avenue","Knoxville","TN","37915","Knox","9325","Monica Smith-Albright","(865) 524-1601","PK-K","22",,"moca1@bellsouth.net"
"Dayspring Christian School","3541 Cunningham Road","Knoxville","TN    ","37918","Knox","9177","Don Gibson","865.266.9507","PreK-12",,,"mrsgib@hotmail.com "
"Nature's Way Montessori School","4710 Murphy Road","Knoxville","TN","37918-9157","Knox","9300","Mary K. Smith","(865) 689-8976","K-8","102","7","natureswaymontessori@comcast.net"
"Lake Brook Academy","3006 Lake Brook Boulevard","Knoxville","TN","37909","Knox","9040","Philip M. Dampf III, M.S.","(865) 588.4382","K-12NG","28","2","pdampf@child-family.org"
"Pride & Joy Children's Academy","4418 Kingston Pike","Knoxville","TN","37919","Knox","9200","Rebecca Brown","(865) 524-7907","PK-1","11","1","pridejoychildren@bellsouth.net"
"First Lutheran School","1207 Broadway, NE","Knoxville","TN","37917","Knox","9015","Roger Tessendorf","(865) 524-0308","PK-8","230","9","rtessendorf@firstlutheranschool.com"
"Episcopal School of Knoxville (The)","950 Episcopal School Way","Knoxville","TN","37932","Knox","9100","James J. Secor III","(865) 777-9032","K-8","254","25","secor@esknoxville.org",
"St. Joseph School","1810 Howard Road","Knoxville","TN","37918","Knox","9135","Dr. Aurelia Montgomery","(865) 689-3424","K-8","194","19","sjs37918@hotmail.com"
"Christian Academy of Knoxville","529 Academy Way","Knoxville","TN","37923","Knox","9045","Scott Sandie","(865) 690-4721","PK-12","1147",,"ssandie@cakmail.org  "
"New Hope Christian School","7602 Bud Hawkins Road","Corryton","TN","37721","Knox","9075","Ralph Waggoner","(865) 688-5330","K-8","60","5","stutler@nhafranklin.org"
"Montessori Internationale School, Inc.","10019 Northshore Dr.","Knoxville","TN","37922","Knox","9150","Sue Wimalasena","(865) 675-0545","PK-K","21","1","sue_wimalasena@hotmail.com"
"Cedar Springs Weekday School","9132 Kingston Pike","Knoxville","TN","37923","Knox","9170","Dr. Wanda Mooney","(865) 291-5252","PK-K","14","4","wandamooney@cspc.net"
"West Hills Baptist Church Preschool & Kindergarten","409 N. Winston Road","Knoxville","TN","37909","Knox","9120","Marty W. Troutman","(865) 690-4251","PK-K","150","25","whbcpreschool@whbc.us"
"Mead Montessori School (Formerly Farragut)","2647 Bafford Place","Knoxville","TN","37992","Knoxville","9145","Ella Jones","865.577.0760","K-1","6","1","meadmontessorischool@gmail.com"
"Covenant Academy","962 N. Brace Rd.","Summertown","TN","38483","Lawrence","9031","Bettye Prentice","(931) 964-2423","K-12","7","1","bettye.prentice@cnonline.net"
"Sacred Heart Catholic School","P.O. Box 277 (307 Church Street)","Loretto","TN","38469","Lawrence","9010","Catherine Bradley","(931) 853-4388","1-8","62","7","cvnbradley@hotmail.com"
"Sacred Heart School","220 Berger Street","Lawrenceburg","TN","38464","Lawrence","9015","Rosemary Harris","(931) 762-6125","PreK-8","58","6","rosemaryharris@hotmail.com"
"General Assembly Academy","161 Baker Road","Hohenwald","TN","38462","Lewis","9015","Debbie Landers","(931) 796-4361","K-12","239","4","dlanders@gaahome.com"
"The Farm School","151 Schoolhouse Road","Summertown","TN","38483","Lewis","9080","Peter Kindfield","(931) 964-2325","K-12","30","5","peter@thefarmcommunity.com"
"Lenoir City Christian","2085 Simpson Rd E","Lenoir City","TN","37772","Loudon","9006","Dr. Chris Harding","865-986-9066","Pre-K","114",,"chris@firstbaptistlc.org"
"Macon Christian Academy","PO Box 254  518 Church Street","Lafayette","TN","37083","Macon","9055","Wayne Deering","615.666.8131","PreK-3","24",,"wdeering@nctc.com"
"Madison Oaks Academy","49 Old Hickory Blvd. E.","Jackson","TN","38305","Madison","9325","C. Collins","(731) 668-5880","4-12","20","1","ccollins@amicarebehavioral.com "
"George Thomas Jr. Acad. at Youth Town","3641 Youth Town Road","Pinson","TN","38366","Madison","9030","Jan Coffman","731.265.0769","7-12","32","3","ccollins@youthtown.net"
"Augustine School","1171 Old Humboldt Road","Jackson","TN","38305","Madison","9001","Beth Drown","(731) 660-6822","P-8","106","13","ccs@fbconcord.org"
"New Heights School (West TN Children's Home)","425 Frank Latham Road","Pinson","TN","38366","Madison","9033","Larry Ivery","(731) 983-6097","7-12","12","1","larryivery@yahoo.com"
"Jackson Preparatory School","130 Old Denmark Road","Jackson","TN","38301","Madison","9027","Larry Lowrance","731.554.9647","PK-12","153","20","llowrance@charter.net"
"Montessori Center of Jackson","P.O. Box 10516, 278 Cooper Anderson Road","Jackson","TN","38308","Madison","9085","Teri Canaday","(731) 668-9197","K-6","18","2","office@mcoj.net"
"Therapy and Learning Center ","34 Garland Drive","Jackson","TN","38305","Madison","9010","Ron Kwasigroh","(731) 668-3322","PreK-12","8","1+","ron.kwasigroh@wth.org"
"Trinity Christian Academy","10 Windy City Road","Jackson","TN","38305","Madison","9020","Dr. Sam Botta","(731) 668-8500","PK-12","795","45","sbotta@tcalions.com"
"St. Mary's School","1665 Hwy. 45 By-Pass","Jackson","TN","38305","Madison","9080","Sr. Mary Evelyn Potts, OP","(731) 668-2525","K-8","370","30","sme@stmarys.tn.org"
"Sacred Heart of Jesus High School","1119 Old Humboldt Road","Jackson","TN","38305","Madison","9075","Father Wheatley","(731) 660-4774","9-10","55","5","wheat703@earthlink.net"
"Lewisburg Christian Academy","1041 South Ellington Parkway","Lewisburg","TN","37091","Marshall","9010","Steve Wakham","931-359-6112","K-2","0","1","board@lewisburgca.org"
"Magnolia Academy - Lewisburg ","120 Freeman Drive","Lewisburg","TN","38460","Marshall","9005","Linda Harvey","(931) 359-3592","7-12","20","1","lharvey@rescare.com"
"Agathos School of Columbia","1201 Mapleash Ave","Columbia","TN","38401","Maury","9007","Howard Vosburgh","(931) 388-0556","PK-7","68","8","agathosschool@att.net"
"Hopewell Christian Covenant Family School","3886 Hopewell Road","Culleoka","TN","38451","Maury","9050","Charles Mangum","(931) 381-2605","1-12","29",,"cmangum@charter.net"
"Columbia Academy","1101 West 7th Street","Columbia","TN","38401","Maury","9005","Dr. James A. Thomas","(931) 388-5363","K-12","565","47","jamesthomas@colacademy.com "
"King's Daughters' School","412 West Ninth Street","Columbia","TN","38401","Maury","9030","Jennifer Ballard","(931) 388-3810","NonG","67","10","jennifer.ballard@tkds.org"
"Cornerstone School, TN Children's Home","PO Box 10","Spring Hill","TN","37174","Maury","9025","Mr. Chris McElvain","(931) 486-2274","6-12","27","4","rachel@cornerstonetch.org"
"Magnolia Academy - Columbia ","1428 Rock Springs Rd.","Columbia","TN","38401","Maury","9035","Sandra Crick","(931) 359-3592","7-12","20","2","smneely@rescare.com"
"Zion Christian Academy","6901 Old Zion Road","Columbia","TN","38401","Maury","9020","Donald Wahlman","(931) 388-5731","PK-12","443","27","zionadmin@charterbn.com"
"Advent Home Learning Center","900 Country Road 950","Calhoun","TN","37309","McMinn","9006","Jana Marlow","(423) 336-5052","6-12","27","3","info@adventhome.org"
"Christ's Legacy Academy","964 County Road 180","Athens","TN","37303","McMinn","9012","Robert McCready","423.649.0040","K-8","12",,"mccready@clak12.org "
"Fairview Christian Academy","261 County Road 439","Athens","TN","37303","McMinn","9015","Greg Ranck","(423) 745-6781","PreK-12","143","11","office@fairviewchristianacademy.org"
"Faith Baptist School","1301 Peach Street","Selmer","TN","38375","McNairy","9021","Freed Ware","(731) 645-7411","K5-12","27","7","fbware@hotmail.com"
"Cross Creek Christian School Inc.","501 E. North Street","Sweetwater","TN","37874","Monroe","9035","Randy L. Nelson","(423) 337-9330","K-12","122","11","rnelson@crosscreekschool.org"
"St. Mary's Catholic School","1901 Madison Street","Clarksville","TN","37043","Montgomery","9040","Denise Tucker","(931) 645-1865","PK-8","227","21","dtucker@stmaryscatholicschool.com"
"FAITH Academy","P.O. Box 2265  131 Dean Drive","Clarksville","TN","37042","Montgomery","9073","Tonya White","(931) 551-9200","K-12","6","1","faith@lmcneese.com  "
"Montgomery Christian Academy","1186 Fort Campbell Blvd.","Clarksville","TN","37042","Montgomery","9067","Cathy Hester","(931) 648-4762","K3-12","20","4","info@clarksville1ag.net"
"Academy for Academic Excellence","1970 Memorial Drive","Clarksville","TN","37043","Montgomery","9005","Mercy Yrabedra","(931) 647-9831","PreK-12","42","6","jackiecarey8@aol.com"
"Oak Plains Academy (formerly Chad Youth Enhancement Center)","1751 Oaks Plains Road","Ashland City","TN","37015","Montgomery","9015","Jenelle L. Robinson, M.S. Ed.","(931) 362-4723   ext 253 ","K-12 (Sp Ed)","12","1","jenelle.robinson@uhsinc.com"
"Unity Christian Academy","256 Uffelman Drive","Clarksville","TN","37043","Montgomery","9095","Jacqueline Hale","(931) 645-6003","K-12","34","7","jhale231699@aol.com"
"Academy for Keener Minds","420-D Madison St.","Clarksville","TN","37040","Montgomery","9005","Stefanni Keener","(931) 249-1600","K-12","100","3","keener.minds@att.net"
"Little Country Schoolhouse (The)","840 Hwy 76","Clarksville","TN","37043","Montgomery","9050","Deborah Respass","(931) 358-5775","K-1","10","1","littlecountrysc@gmail.com"
"Clarksville Christian School","501 Hwy. 76","Clarksville","TN","37043","Montgomery","9022","Lisa Tucker","(931) 647-8180","PK-8","137","6","ltucker@clarksvillechristianschool.org"
"Weems Academy","812 Greenwood Avenue","Clarksville","TN","37040","Montgomery","9030","Anne L. O'Shea","(931) 920-7370","K-12","46","7","malinda.mitchell@centerstone.org; anne.o'shea@centerstone.org"
"Genesis Teen Learning Center @ Montgomery County","1881 D Fort Campbell Blvd.","Clarksville","TN","37042","Montgomery","9025","Pam Byrd","(931) 647-8474","7-12","36","4","pbyrd@genesislearn.org"
"Tabernacle Christian School","301 Market Street","Clarksville","TN","37042","Montgomery","9046","Katobwa Stallworth","(931)552-9431","PK-5","53",,"tcsstallworth@aol.com"
"The Settlement Preschool and Kindergarten","2724 Trenton Road","Clarksville","TN    ","37040","Montgomery","9086","Joy Huggins","931.647.1900","PreK-5","195","20","thesettlement@charter.net"
"Little Scholars","1751 Huskey Drive","Clarksville","TN","37040","Montgomery","9085","Vicki Hunley","931.320.3640","PreK-1","19","5","tiffany@pantherallstars.net"
"Redemption Baptist Academy","109 Jim Goad Road","Lancing","TN","37770","Morgan","9025","Bobby Stewart","(423) 628-3733","K-12","24","5","rbabstewart@highland.net"
"Sylvan Learning Center 1026","600 East Veterans Drive","Cookeville","TN","38501","Putman","9030","Brandi Jones","931.528.2543","K-12","146","25","sylvanck@earlyscholars.com"
"Chance Transitional School (Formerlsy Chance Girls Residential Center)","1744 Deberry Road, P.O. Box 8","Bloomington Springs","TN","38545","Putnam","9005","Rhonda Coleman","(931) 526-4565","7-12","16","1","chanceschool@frontiernet.net"
"Endeavor","1200 S. Willow Ave. ","Cookeville","TN","38506","Putnam","9075","Dana Draughon","(931) 432-7883","7-12","12","1","ddraughon@vbhcs.org"
"Heritage Academy","23100 Clarkrange Highway","Monterey","TN","38574","Putnam","9050","Doug Baker","(931) 839-6675","9-12","55","18","dougbaker@heritagetn.org"
"Highland Rim Academy","P.O. Box 3022","Cookeville","TN","38502","Putnam","9021","Daniel Bailey","(931) 526-4472","K-8","53","3","info@highlandrimacademy.org"
"Daniel One Academy ","1654 Burgess Falls Road","Cookeville","TN","38506","Putnam","9011","Jack Holman","(931) 432-1496","3-12","69","0","jdholman@d1academy.org"
"Heavenly Host Lutheran School","777 South Willow Avenue","Cookeville","TN","38501","Putnam","9020","Elizabeth Wickersham","(931) 520-3766","K-8","80","11","lizw@hhlutheran.org"
"Rhea County Academy","P. O. Box 925","Dayton","TN","37321","Rhea","9070","Tim Wehse","(423) 775-2826","K-6","16","3","rca@rheacountyacademy.org"
"Laurelbrook Elementary School","114 Campus Drive","Dayton","TN","37321","Rhea","9051","Shymone Moses","(423) 775-0563","K-8","16","3","s_r_moses@yahoo.com"
"Laurelbrook Academy","114 Campus Drive","Dayton","TN","37321","Rhea","9050","Wanda Sarr","(423) 775-3339","9-12","42","13","wrsarr@laurelbrook.org"
"Sail Away Learning Academy","106 Armour Road","Kingston","TN","37763","Roane","9043","Brenda Murphy","(865) 376-7005","K-12","11","7","administration@sailawaylearning.com; bmurphy@sailawaylearning.com"
"Camelot Kingston Academy","183 Fiddler's Lane","Kingston","TN","37763","Roane","9017","Dan Froemel","(865) 376-2296 ","K-12","65","7","daniel.froemel@kingstonacademy.org "
"Calvary Baptist School, Kingston","900 Sturgess St., PO Box 844","Kingston","TN","37763","Roane","9010","Jeff Plemmons","(865) 376-5850","K-12","64","8","nrtapp@juno.com"
"Faith Christian Academy","864 Popular Creek Road","Oliver Springs","TN","37840","Roane","9021","Rev. Dr. Paul Cates","(865) 435-6185","K-12","23","3","pcates@att.net"
"Michael Dunn Center","629 Gallaher Road","Kingston","TN","37763","Roane","9005","Vicki Hix","(865) 376-3416","1-12","32","2","vicki.hix@michaeldunncenter.org"
"Day Spring Academy","P.O. Box 1568  2838 Heights Circle Dr.","White House","TN","37188","Robertson","9010","Monecca Brewer","(615) 672-9650","PreK-12","95","11","mbrewer@dayspringacademyk12.org"
"Gideon Academy","2948 Union Road","White House","TN","37188","Robertson","9040","Paul Iannello","(615) 672-1121","1-10","22","0","rick.dunnam@gmail.com"
"South Haven Christian School","112 Academy Drive","Springfield","TN","37172","Robertson","9080","Dr. Steve Blaser","(615) 384-5073","PreK-12","359","19","sblaser@southhavenbaptistchurch.com"
"Victory Academy","P.O. Box 478  805 South Main Street","Springfield","TN","37172","Robertson","9090","Larry Herbert","(615) 384-3521","K-12","70","2","va@faithcovenantchurch.net"
"Bankston Christian Preschool, LLC","5154 Almaville Road","Smyrna","TN","37167","Rutherford","9057","Tristea Bankston","615-653-8545","PreK-K","5","4","bankstonchristianpreschool@yahoo.com"
"Bill Rice Christian Academy","627 Bill Rice Ranch Road","Murfreesboro","TN","37128","Rutherford","9014","Nathan Reeves","(615) 893-2767 x101","K-7","42","7","BRCA@billriceranch.org"
"Providence Christian Academy"," 410 DeJarnette Lane","Murfreesboro","TN","37130","Rutherford","9070","William (Butch) Vaughn","(615) 904-0902","K12","311","39","bvaughn@providencechristian.com",
"Cedar Grove School","1640 Lascassas Highway","Murfreesboro","TN","37130","Rutherford","9005","Donnie Hitchcock","(615) 895-9590","NonG","36","4","donnie.hitchcock@comcast.net"
"Genesis Rutherford Co. TLC","802 S. Church Street","Murfreesboro","TN","37130","Rutherford","9071","Debra Wood, Administrator","(615) 898-0051","6-12","36","3","dwood@genesislearn.org"
"Franklin Road Christian School","3124 Franklin Road","Murfreesboro","TN","37128","Rutherford","9010","David Justice","(615) 890-0894","K4-12","285","22","frcs@frbc.com"
"Cedar Hall School","3552 Rock Springs Road","Christiana","TN","37037","Rutherford","9021","Gilbert Gordon","(615) 893-4015","K-12","51","8","gordonchs@juno.com    "
"Community Christian Day School","185 Enon Springs Rd. West","Smyrna","TN","37167","Rutherford","9007","Jenny Sanders","615.220.2237","PK-K","17",,"jennysanders@comcast.net"
"Lancaster Christian Academy","150 Soccer Way","Smyrna","TN","37167","Rutherford","9052","Mrs. Sherry Lancaster","(615) 223-0451","PreK-12","503","20","lcaodea@gmail.com      "
"Montessori Weaver School","111 East MTCS Dr.","Murfreesboro","TN","37129","Rutherford","9026","Joye Weaver","615.895.9140","PreK-1","14","3","montessoriweaver@bellsouth.net"
"Rutherford Co. Community Learning Ctr","1710 S. Church St. Suite #5","Murfreesboro","TN","37130","Rutherford","9040","Dr. Michael Payne","(615) 896-4501","10-12","18","3","mpayne@rutherfordcounty.org"
"St. Rose of Lima Catholic School","1601 North Tennessee Boulevard","Murfreesboro","TN","37130","Rutherford","9055","Sister Mary Hannah, O.P.","(615) 898-0555","K-8","263","25","principal@saintrose.org; chawkins@saintrose.org "
"Rock Springs Christian Academy","418 Rock Springs-Midland Road","Christiana","TN","37037","Rutherford","9077","Melba Halbrooks","(615) 867-8285","K5-12","4","1","rockspringshouse@bellsouth.net"
"New System School, Inc.","606 Indian Park Dr.","Murfreesboro","TN","37128","Rutherford","9043","Stan Myers","865.849.3464","K-12","10","2","schoolcity@comcast.net"
"Genesis Rutherford Academy","2320 Southgate Blvd.","Murfreesboro","TN","37128","Rutherford","9045","Susan Sawyer","(615) 895-1961","6-12","49","7","ssawyer@genesislearn.org"
"Alpha Educational Learning Center","449 McCarn Circle","Sevierville","TN","37862","Sevier","9325","Nathan Strand","(865) 453-4644","6-12","0","1","cpeacock@smch.cc"
"St. Andrew's School","3601 Lyon Springs Road","Sevierville","TN","37862","Sevier","9080","James P. Wood, Headmaster","(865) 429-5437","K-12","18",,"jwood@wvr.org"
"Seymour Community Christian School","994 Old Sevierville Pike, P.O. Box 849","Seymour","TN","37865","Sevier","9005","Patrick Koster","(865) 577-5500","PreK-12","120","8","principal@seymourcommunitychurch.org"
"King's Academy, The","202 Smothers Road","Seymour","TN","37865","Sevier","9050","Walter Grubb","(865) 573-8321","PK-12","350",,"wgrubb@thekingsacademy.net"
"HomeLife Academy (Home Life)","P. O. Box 34758","Memphis","TN","38184","Shelby","9051","David Parkerson","(901) 380-9220","K-12","8286",,"admin@homelifeacademy.com"
"Nicholas Hobbs Acad.-Youth Villages","7526 Memphis Arlington Road","Memphis","TN","38135","Shelby","9120","Anne Cannon","(901) 252-7749","1-12","171","22","anne.coggin@youthvillages.org"
"Bornblum Solomon Schechter School of Memphis","6641 Humphreys Blvd.","Memphis","TN","38120","Shelby","9305","Brenda Bluestein","(901) 747-2665","1-8","200","30","bbluestein@bsssmemphis.com"
"St. Agnes Acadmey-St. Dominic School","4830 Walnut Grove Road","Memphis","TN","38117","Shelby","9175","Barbara H. Daush, President","(901) 767-1356","PK-12","857","67","bdaush@saa-sds.org"
"St. Francis of Assisi Elementary School","2100 N. Germantown Parkway","Cordova","TN","38016","Shelby","9090","Beth York","(901) 388-7321","Pk-8","873","71","beth.york@sfaschool.cdom.org"
"My Cup Runneth Over","864 W Shelby Dr","Memphis","TN","38109","Shelby","9655","Bobby Hawkins","901-552-5913","PreK-K","8",,"bhawk1245@aol.com",
"Briarcrest Christian School -HS","76 S. Houston Levee","Eads ","TN","38028","Shelby","9019","Eric Sullivan","(901) 765-4613","9-12","136","38","bswearengen@uchra.com"
"Creative Life Preparatory School","1222  Riverside Boulevard","Memphis","TN","38106","Shelby","9060","Dr. Carolyn Bibbs","(901) 775-0304","PK-10","58","3","cdbibbs@bellsouth.net"
"Idlewild Presbyterian Kindergarten","1750 Union Avenue","Memphis","TN","38104","Shelby","9110","Cheryl Ward","(901) 726-4681","K","13","1","cherylbward@att.net; mms@discoveret.org"
"St. Michael School","3880 Forrest Avenue","Memphis","TN","38122","Shelby","9197","Christina Ostrowski","(901) 323-2162","K-8","192","15","christina.ostrowski@stmike.cdom.org"
"Evangelical Christian School-Forest Hill","1920 Forest Hill","Germantown","TN","38139","Shelby","9031","Chuck Smith","(901) 754-4420","PK-5","199","25","chucksmith@ecseagles.com"
"Heritage Baptist Academy","711 N. Houston-Levee Rd.","Cordova","TN","38018","Shelby","9205","Rich Sevilla","(901) 322-6300","PreK-12","71","15","churchoffice@heritageministries.org"
"Evergreen Presbyterian Playschool","613 University","Memphis","TN","38107","Shelby","9075","Amy Dixon","(901) 725-4159","K","14","1","cindyw@evergreenmemphis.org"
"Lambs and Ivy","1185 Macon View Dr.","Cordova","TN","38018","Shelby","9064","Pat Gale","(901) 507-6971","K-2","6","1","corporate@thelambsivy.com"
"Holy Rosary Elementary School","4841 Park Avenue","Memphis","TN","38117","Shelby","9049","Mr. Darren Mullis","(901) 685-1231","Pk3-8","435","39","darren.mullis@hr.cdom.org"
"St. Louis School","5192 Shady Grove Road","Memphis","TN","38117","Shelby","9186","Richard M. Orians","(901) 682-9692","K-8","482","29","dick.orians@stlouis.cdom.org"
"Holy Names of Jesus and Mary School","709 Keel Avenue","Memphis","TN","38107","Shelby","9015","Sr. Donna Banfield, SBS","(901) 507-1503","3-8","89","12","donna.banfield@holynamesschool.cdom.org"
"Cotton Tail Christian Academy (site 3)","3643 New Tchulahoma","Memphis","TN","38118","Shelby","9475","Michelle Cottrell","(901)-795-0854","PK-2","33","3","ecott4236@bellsouth.net"
"Lords Tabernacle Christian Academy","2833 Midland Ave","Memphis","TN","38111","Shelby","9650","Eddis Cole","901-4540470","PreK-6","102",,"eddiscole@gmail.com "
"Brunswick Day Sch./Lakeside Behavioral Hlth","2911 Brunswick Road","Memphis","TN","38133","Shelby","9020","Edna Weiner ","(901) 373-0931","K-12","146","13","Edna.Weiner@uhsinc.com"
"Emmanuel United Meth. Kindergarten","2404 Kirby Road","Memphis","TN","38119","Shelby","9310","Elizabeth Jordan","(901) 754-3607","K","20","2","ejordan@emmanuelmemphis.org"
"Memphis University School","6191 Park Avenue","Memphis","TN","38119-5399","Shelby","9145","Mr. Ellis Haguewood","(901) 260-1300","7-12","665","78","ellis.haguewood@musowls.org"
"1st Class Montessori","1336 Peabody Avenue","Memphis","TN","38104","Shelby","9005","Evelyn C. Thorpe-Hibbler","(901) 274-5622","PreK-K","22","3","evefirstclass@earthlink.net"
"1st Class Montessori","1725 Appling Road","Cordova","TN","38016","Shelby","9327","Evelyn C. Thorpe-Hibbler","(901) 385.7425","PreK-3","24","4","evefirstclass@earthlink.net"
"Evergreen Montessori School","751 N. Trezevant St. (side entrance)","Memphis","TN","38112","Shelby","9012","Angela Feathers","(901) 304.4159","PreK, K-8","85","5+","evergreenmontessori@juno.com"
"Arete Christian Academy","538 E. Holmes Road","Memphis","TN","38109","Shelby","9011","Kathon A. Kelly","(901) 398-1162","1-12","1","1","evgkathonkelly@yahoo.com"
"Cotton Tail Christian Academy (site 1)","3533 Ridge Meadow Parkway","Memphis","TN","38115","Shelby","9032","Michelle Cottrell","(901) 566-9970","PK-2","58","6","executivedirectorctca@yahoo.com"
"Cotton Tail Christian Academy (site 2)","7440 East Holmes Rd.","Memphis","Tn","38125","Shelby","9038","Michelle Cottrell","(901)-751-3324","PK-2","59","3","executivedirectorctca@yahoo.com"
"Cotton Tail Christian Academy (site 4)","5225 Shady Ridge Drive","Memphis","TN","38141","Shelby","9476","Michelle Cottrell","901.362.2224","PK-2","40","4","executivedirectorctca@yahoo.com"
"Memphis Heritage Christian School","3802 Gragg Avenue","Memphis","TN","38108","Shelby","9021","Toxis St. Clair","(901) 377-7536","P2-3","13","1","faithca@bellsouth.net"
"Frayser Academy of Christian Education","3820 North Watkins","Memphis","TN","38127","Shelby","9028","Matt Greer","(901) 358-8025","2-10","8","4","frayserbiblechur@bellsouth.net"
"St. George's Day School - Memphis","3749 Kimball Avenue","Memphis","TN","38111","Shelby","9081","Ginny Henderson","(901) 261-2200","PK-K","55","8","ghenderson@sgis.org"
"Olivia's Montessori School, Inc.","2755 Appling Road","Memphis","TN","38133","Shelby","9150","Olivia Flasdick","(901) 377-3081","PreK-K","8","1","gochildren@aol.com"
"Hutchison School","1740 Ridgeway Road","Memphis","TN","38119","Shelby","9105","Dr. Annette C. Smith","(901) 762-6665","PK-12","856","110","gstollar@hutchisonschool.org"
"Harding Academy, Cordova Elem.","8360 Macon Road","Memphis","TN","38018","Shelby","9044","Charline Helm","(901) 624-0522","1-6","352","18","helm.charlene@hardinglions.org"
"Bodine School (The)","2432 Yester Oakes Dr.","Germantown","TN","38139","Shelby","9055","Rene Friemoth Lee","(901) 754-1800","1-8","85","13","info@bodineschool.org"
"Faith Heritage Christian Academy","4274 Duncan Road","Millington","TN","38053","Shelby","9037","M.O. Eckel, Jr.","(901) 872-0828","K-12","625","13","info@faithheritage.com"
"Margolin Hebrew Acad./Feinstone Yeshiva of the South","390 South White Station","Memphis","TN","38117","Shelby","9062","Rabbi Dr. Gil Perl","(901) 682-2400","PK-12","204","49","info@mhafyos.org"
"Harding Academy, White Station","1106 Colonial Road","Memphis","TN","38117","Shelby","9095","Mrs. Bonnie Jamerson","(901) 767-2093","K-6","170","10","jamerson.bonnie@hardinglions.org"
"Collegiate School of Memphis","675 National","Memphis","TN","38122","Shelby","9112","Jennifer Isom","901.591.8299",,,,"jisom@collegiatememphis.org"
"Evangelical Christian School-Fisherville","11893 Macon Road","Eads","TN","38028","Shelby","9029","Joanne Lamberth","(901) 850-9652","PK-5","86","5","jlamberth@ecseagles.com "
"Central Day School","2005 Winchester Blvd.","Collierville","TN","38017","Shelby","9023","John Spice","(901) 255-8134","K-8","333","26","johnspice@centraldayschool.com"
"Concord Academy","4942 Walnut Grove Road","Memphis","TN","38117","Shelby","9030","Joyce A. Teague","(901) 682-3115","6-12","47","8","joyceteague@concord-academy.org"
"Memphis Catholic Middle/High School","61 North McLean Boulevard","Memphis","TN","38104","Shelby","9130","Jim Pohlman","(901) 276-1221","7-12","154","16","jpohlman@memphiscatholic.org"
"Tipton-Rosemark Academy, Inc.","8696 Rosemark Road","Millington","TN","38011","Shelby","9210","John Scott","(901) 829-4221","Pk-12","670","55","jscott@rebelmail.net "
"St. George's Independent School - Germantown","8250 Poplar Avenue","Germantown","TN","38138","Shelby","9059","Judy Shelton","(901) 261-2300","PK-5","377","36","jshelton@sgis.org"
"St. Ann School - Bartlett","6529 Stage Road","Bartlett","TN","38134","Shelby","9082","Kathryn Brooks","(901) 386-3328","PK-8","574","42","kathy.brooks@stann.cdom.org"
"Daybreak Specialized School","2262 S. Germantown Road","Germantown","TN","38138","Shelby","9295","Karyn Bednarek","(901) 753-4300","K-12","17","1","kbednarek@daybreaktreatment.com"
"Harding Academy, Southwind","8220 East Shelby Drive","Memphis","TN","38125","Shelby","9180","Ms. Carol Knight","(901) 755-5662","K-6","22","9","knight.carol@hardinglions.org"
"Evangelical Christian School-Ridgelake","735 Ridgelake Boulevard","Memphis","TN","38120","Shelby","9034","Dr. Barbara Harris","(901) 683-9013","P-5","206","23","kpritchard@eceagles.com"
"Christ the Rock Christian Academy","8800 Winchester Road","Memphis","TN","38125","Shelby","9035","Karen Swihart","(901) 751-7122","PreK-8","200","9","ks@christtherockmemphis.org"
"St. Jude School Program","St. Jude Children's Research Hospital MS101,  332 N. Lauderdale","Memphis","TN","38105","Shelby","9091","Laurie D. Leigh","(901) 595.3346","K-12","60",,"laurie.leigh@stjude.org"
"Word of Faith Christian Academy","3528 Sharpe Avenue","Memphis","TN","38111","Shelby","9225","Debra Smith","(901) 744-4061","PreK-12","99","6","lecoleman@bellsouth.net     "
"Focus Placement & Treatment Services (Paragon Residential School)","1101 Chamblis Road","Memphis","TN","38116","Shelby","9646","Melinda Barber","901.396.3601","7-12","0","2","lindabarber744@gmail.com"
"Cornerstone Preparatory School","4488 Poplar Avenue","Memphis","TN","38117","Shelby","9070","Lisa Settle","901.261.4329","K-5","30",,"lsettle@cornerstoneprepmemphis.org"
"Madonna Learning Center","7007 Poplar Avenue","Germantown","TN","38138","Shelby","9067","Jo Ann Hinkle","(901) 752-5767","K-12",,,"madonna@madonna-learning.org; sharon.reid@mcnabb.org "
"Compass Academy - Shelby Co.","7900 Lowrance Road","Memphis","TN","38125","Shelby","9025","Dr. Mark S. Monroe","(901) 758-2002","1-12","75","6","mark.monroe@uhsinc.com"
